movie_name,genre,description
Eagle Eye,"Mystery, Thriller, Action","Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them."
The Perfect Storm,"Action, Adventure, Drama, Thriller","In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail."
Armageddon Time,Drama,"In 1980, Queens, New York, a young Jewish boy befriends a rebellious African-American classmate to the disapproval of his privileged family and begins to reckon with growing up in a world of inequality and prejudice."
Hustlers,"Drama, Comedy, Crime",A crew of savvy former strip club employees band together to turn the tables on their Wall Street clients.
All the Money in the World,"Crime, History, Thriller",The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.
Close Range,"Action, Crime, Thriller","A rogue soldier turned outlaw is thrust into a relentless fight with a corrupt sheriff, his obedient deputies, and a dangerous drug cartel in order to protect his sister and her young daughter."
Mr. Holmes,"Drama, Crime, Family, Mystery","In 1947, long-retired and near the end of his life, Sherlock Holmes grapples with an unreliable memory and must rely on his housekeeper's son as he revisits the still-unsolved case that led to his retirement."
Stalingrad,"War, Action, Drama","A band of determined Russian soldiers fight to hold a strategic building in their devastated city against a ruthless German army, and in the process become deeply connected to a Russian woman who has been living there."
Green Zone,"War, Action, Adventure, Drama, Thriller","During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors are dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission."
Stir Crazy,"Comedy, Crime","New Yorkers Skip Donahue and Harry Monroe have no jobs and no prospects, so they decide to flee the city and find work elsewhere, landing jobs wearing woodpecker costumes to promote the opening of a bank. When their feathery costumes are stolen and used in a bank robbery, they no longer have to worry about employment — they're sent to prison."
In & Out,Comedy,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.
Dobermann,"Action, Crime","The charismatic criminal Dobermann, who got his first gun when he was christened, leads a gang of brutal robbers. After a complex and brutal bank robbery, they are being hunted by the Paris police. The hunt is led by the sadistic cop Christini, who only has one goal: to catch Dobermann at any cost."
Star Trek: The Motion Picture,"Science Fiction, Adventure, Mystery","When an unidentified alien destroys three powerful Klingon cruisers, Captain James T. Kirk returns to the newly transformed U.S.S. Enterprise to take command."
The Christmas Chronicles: Part Two,"Family, Fantasy, Adventure, Comedy","Kate Pierce is reluctantly spending Christmas with her mom’s new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus."
New Order,"Drama, Thriller","In the near future, a popular uprising in Mexico City interrupts a wedding held at the home of a wealthy family. After the riots have been quashed, they discover the bride has gone missing and plea with the military to help locate her."
These Final Hours,"Science Fiction, Drama, Thriller","What would you do on the last day on Earth?  With the end of the world only hours away, the self-absorbed James heads to the ultimate party-to-end-all-parties. On his way there, he saves the life of a young girl named Rose who is searching desperately for her missing father. This simple act sets James on a path to redemption."
Oculus,Horror,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.
The Man Who Knew Too Much,"Thriller, Mystery","While vacationing in St. Moritz, a British couple receive a clue to an imminent assassination attempt, only to learn that their daughter has been kidnapped to keep them quiet."
The Ninth Gate,"Mystery, Thriller, Horror","A rare book dealer finds himself at the heart of a string of paranormal events when he is hired to find the last two copies of a text, The Nine Gates of the Kingdom of Shadows, capable of summoning the Devil."
The Killer's Game,"Action, Comedy, Thriller","When top hitman Joe Flood is diagnosed with a terminal illness, he decides to take matters into his own hands – by taking a hit out on himself. But when the very hitmen he hired also target his ex-girlfriend, he must fend off an army of assassin colleagues and win back the love of his life before it's too late."
Like a Cat on a Highway,"Family, Comedy","The story of an encounter between a bourgeois man and a poor woman, because their teenage children fall in love."
Mowgli: Legend of the Jungle,"Adventure, Drama","A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins."
Grandma,"Comedy, Drama","Self-described misanthrope Elle Reid has her protective bubble burst when her 18-year-old granddaughter, Sage, shows up needing help. The two of them go on a day-long journey that causes Elle to come to terms with her past and Sage to confront her future."
The Secret of My Success,Comedy,"Brantley Foster, a well-educated kid from Kansas, has always dreamed of making it big in New York, but once in New York, he learns that jobs - and girls - are hard to get. When Brantley visits his uncle, Howard Prescott, who runs a multi-million-dollar company, he is given a job in the company's mail room."
